assessmentId,internalTaxonId,scientificName,LiteratureMass,MassMesurement,MassSource,Remove,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,citation,uncertainty,specificity,population,populationTrend,negation,SuperArchipelago,Archipelago,ArchipelagoPreviouslyInhabited,ArchipelagoColonised,Location,LocationColonised,LocationPreviouslyInhabited,WeigeltID,Mass,NewColony,Island,LakeSpring ,range,useTrade,systems,conservationActions,realm,yearLastSeen,yearLastSeen_cleaned,possiblyExtinct,possiblyExtinctInTheWild,scopes,z,scientificName_1,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes,Edit notes,References
61481721,39087,Blutaparon rigidum,,,,,Extinct,,2014,2005-12-31 00:00:00 UTC,3.1,English,This species is Extinct and was last collected in 1906 from Santiago.,"This species was a shrub found in the coastal, dry zone.",It was perhaps driven to extinction by goats.,No,Yes,4 Non-specific threats,This species is now considered extinct and was last collected in 1906.,,,Galapagos,Galapagos,No,1831,Santiago,,,,,Yes,Yes,,"This species was endemic to Santiago, Galapagos Islands. It was only collected twice, in 1895 and 1905-6, both on Santiago (Baur, holotype: Orchilla Bay, which untraced; Stewart: NE near shore and at 200 m asl). It occurred from zero to 200 m asl.",,Terrestrial,No conservation actions were put in place before this species went extinct.,Neotropical,1906,1906,FALSE,FALSE,Global,Gomphrena rigida,Blutaparon rigidum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,AMARANTHACEAE,Blutaparon,rigidum,,,,,(B.L.Rob. &amp; Greenm.) Mears,,,
17976302,136515,Xenothrix mcgregori,3000,Estimated from dentition by Horovitz,Horovitz 2004,,Extinct,,2021,2021-02-10 00:00:00 UTC,3.1,English,"<p>The Jamaican Monkey is assessed as Extinct. It is known exclusively from subfossil specimens discovered at several localities in Jamaica. Its disappearance date is uncertain. Sir Hans Sloane (1707–1725) mentioned the presence of monkeys on the north coast of Jamaica, but thought they had come from Africa. One recent estimate based on radiocarbon dated fossils suggests that <em>Xenothrix</em> became extinct ~900 bp (1100 CE), possibly at a time when Jamaica was first occupied by humans (Cooke <em>et al</em>. 2018).</p>","<p><em>Xenothrix mcgregori</em> is known only as a fossil taxon. It was most probably a frugivore. Several features of the known limb skeleton suggest a slow quadrupedal locomotor style that has no evident counterpart among extant platyrrhines, but was possibly somewhat convergent on sloths (MacPhee and Fleagle 1991).</p>",The reasons for the extinction of this species are not known.,No,Yes,"2 Extinction cause specied as unknown, or similar.",<p>This species is now Extinct. There are no observations of the monkey in life and all dated fossils are considerably older than 1500 CE.</p>,,,West Indies,West Indies,Yes,1492,Jamaica,1509,Yes,11801,,Yes,Yes,,"<p>The type site of the Jamaican Monkey is Long Mile Cave on the island’s north coast (Williams and Koopman 1952). Additional cranial and postcranial material attributed to <em>Xenothrix</em> has also been recovered from caves in southern Jamaica, suggesting an islandwide distribution (MacPhee and Fleagle 1991, MacPhee and Horovitz 2004).</p>",,Terrestrial,No conservation actions are required for this Extinct species.,Neotropical,around 1700,1700,FALSE,FALSE,Global,Xenothrix mcgregori,Xenothrix mcgregori,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Xenothrix,mcgregori,,,,,"Williams &amp; Koopman, 1952","Previously included in its own monotypic family (Xenothricidae, Hershkovitz 1970, MacPhee and Fleagle 1991), current morphological and molecular evidence indicate that this species is closely related to members of tribe Callitrichini in the family Pitheciidae (MacPhee and Horovitz 2004, Woods <em>et al</em>. 2018).",,
166933641,22607,Madatyphlops cariei,490,Maximum known total length 190.7 mm. Feldman equation,"Hawlitschek, 2021",,Extinct,,2021,2020-01-31 00:00:00 UTC,3.1,English,"Listed as Extinct on the basis that this species is known only from subfossil remains. It is included on the Red List because its extinction is presumed to have occurred after 1500, likely as a consequence of species introductions that are known to have driven many other Mauritian reptiles to extinction, however there are no historical accounts that can be attributed to this species with certainty although an early 19th century report of a very small snake may represent a blindsnake (and if so is presumably referable to this species as this predates the first known evidence of an introduced blindsnake on Mauritius).","Charles-Alexandre Lesueur describes finding a very small snake ""amongst stones while clearing some land"" (translated by Cheke 2010) about 8 inches beneath the soil surface. This locality is thought to have been in upland, previously uncleared forest (Cheke 2010).","The introduction of predatory species to the island has been blamed for the presumed extinction of this species. Multiple species of invasive predators that may feed on blind snakes became established on Mauritius in or by the early 19th century, including tenrecs (<em>Tenrec ecaudatus</em>), house shrews (<em>Suncus murinus</em>) and rats (Cheke and Hume 2008). The first known evidence of an exotic blindsnake - <em>Indotyphlops braminus </em>- from Mauritius dates from 1869 (Cheke 2010). It remains possible that the snake referred to by Leuseur in 1803 represents an early record of <em>I. braminus,</em>&#160;as suggested by Cheke and Hume (2008). If, as suggested by Cheke (2010),&#160;<em>Cathetorhinus melanocephalus </em>was collected on Mauritius a blindsnake is likely to have survived until at least this date.",Yes,Yes,6 Clear justification of specific extinction cause,"This species is known only from fossil vertebrae collected ""Around 1900"" (Cheke 2010). If this is the species of ""very small snake"" reported in an 1803 expedition account (Cheke 2010) it evidently survived as late as the early 19th century, but no evidence has been found that a native blindsnake survives on Mauritius.",,,Indian Ocean,Mascarenes,No,1634,Mauritius,1638,No,53663,,Yes,Yes,,This snake was known only from Mauritius.,"There is no known use of or trade in this species, and no surviving population has ever been found.",Terrestrial,"Cheke (2010) recommends that internal examination of the&#160;<em>Cathetorhinus melanocephalus&#160;</em>holotype be authorized, in an effort to determine whether it is the same taxon as the subfossil species&#160;<em>Madatyphlops cairei</em>&#160;and so confirm the proposed Mauritian type locality of this species. If these do not represent the same species, it is unlikely that any further research is possible to determine the provenance of&#160;<em>C. melanocephalus</em>. This author raised awareness among the Mauritian scientific and conservation community that an undetected native blindsnake may survive on the island.",Afrotropical,Possibly 1803,1803,FALSE,FALSE,Global,Madatyphlops cariei,Madatyphlops cariei,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TYPHLOPIDAE,Madatyphlops,cariei,,,,,"(Hoffstetter, 1946)","If, as proposed by Cheke (2010), the type locality of&#160;<em>Cathetorhinus</em><em>&#160;melanocephalus&#160;</em>is on Mauritius, this name is likely to be a senior synonym of the only native blindsnake known from Mauritius,&#160;<em>Madatyphlops cairei</em>. This author cautions, however, that it is ""not likely to be easy"" to demonstrate a connection between the two, as&#160;<em>M. cairei&#160;</em>is known only from subfossil remains from a site with poor DNA preservation and the&#160;<em>C. melanorhinus&#160;</em>holotype has been preserved in alcohol for more than 200 years.",,
22281785,136381,Nesophontes major,130,Poor estimate: Canine to m2 is roughly 12mm while micrus is 10.5mm,Buckley 2020,,Extinct,,2017,2017-08-23 00:00:00 UTC,3.1,English,This species is listed as Extinct because it is known only from recent fossil deposits.,This was an insectivorous species.,Introduced rats are the most probable reason for the extinction of this species. Fossil deposits of this species have been found with rat fossils.,No,Yes,5 Specific description,This species is known from recent fossil deposits suggesting that they persisted until the modern era and their extinction followed the arrival of European settlers.,,,West Indies,West Indies,Yes,1492,Cuba,1511,Yes,13567,,Yes,Yes,,This species was endemic to Cuba.,,Terrestrial,Conservation actions are not applicable to this species as it is already extinct.,Neotropical,Fossil,,FALSE,FALSE,Global,Nesophontes major,Nesophontes major,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,NESOPHONTIDAE,Nesophontes,major,,,,,"Arredondo, 1970",,,
22281612,14673,Nesophontes micrus,100,Poor estimate: Dental mearsurements roughly 2/3 of edithae. 100g is a rough estimate.,"Anthony, 1917",,Extinct,,2017,2017-08-24 00:00:00 UTC,3.1,English,This species is listed as Extinct because it is known only from recent fossil deposits.,This was an insectivorous species.,Introduced rats are the most likely cause of the extinction of this species. Remains of this species have been found together with those of <em>Rattus spp.</em> and <em>Mus spp.</em> which were introduced to the island by European ships. The burning of forests for cultivation purposes is also considered to have pushed these species to extinction.,No,Yes,5 Specific description,"The species is known only from skulls and skeletal material found in owl pellets. Recent carbon dates from fossil material, suggest that they persisted until the modern era and their extinction followed the arrival of European settlers.",,,West Indies,West Indies,Yes,1492,Cuba,1511,Yes,13567,,Yes,Yes,,"This species was endemic to Cuba, including the Isle of Pines.",,Terrestrial,Conservation actions are not applicable to this species as it is already extinct.,Neotropical,Fossil deposits,,FALSE,FALSE,Global,Nesophontes micrus,Nesophontes micrus,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,NESOPHONTIDAE,Nesophontes,micrus,,,,,"G.M. Allen, 1917",,,
137376414,136814105,Bourreria veracruzana,,,,,Extinct,,2021,2020-06-10 00:00:00 UTC,3.1,English,"<span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><em>Bourreria veracruzana </em>was a tree species endemic to Catemaco, Veracruz. This species no longer exists today, as a consequence of intensive land use change in the past. The  localities where this species once existed were heavily degraded by agro-industry farming and agro-industry-ranching. Since the last collection in 1984, individuals have  been searched for in their natural habitat, without being found.<span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""> Despite intensive botanical surveys in recent decades across the  region (""Los Tuxtlas"" is the second most explored region in the country), there have been no observations of this species for more than three decades.<span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""> Therefore, this species  is assessed as Extinct.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span>","<span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><em>Bourreria veracruzana </em>was described as a small tree of 8 m high. Based on existing evidence,  this species was an element of the <span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span class=""page_assessment_classScheme_content"">subtropical/tropical moist lowland forest at 100 m above sea level (Campos-Ríos and Chiang 2010). <span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span class=""page_assessment_classScheme_content""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en"">The habitat where this species once&#160;occurred has been heavily degraded by agro-industry farming and livestock ranching. <br/></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span>","<span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><em>Bourreria veracruzana </em>disappeared as a consequence of the intensive land use change in the region. <span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en"">The  localities where this species once existed were heavily degraded by agro-industry farming and agro-industry-ranching.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span>",No,No,4 Non-specific threats,"<span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en"">Since  the collection in 1984, individuals have been searched for in  their natural habitat, without being found. In fact,<span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""> the range of this species is the second most collected area in the country and intensive botanical surveys to find this species have been unsuccessful. Therefore,&#160;<em>Bourreria veracruzana</em>&#160;is considered to no longer exist today. <span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en"">The region where this species once&#160;occurred was heavily degraded by agro-industry farming and livestock ranching.&#160;</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span>",,,,,,,Mexico,1519,Yes,,,Yes,No,,"<em>Bourreria veracruzana</em> was a<span lang=""en""> Mexican tree<span lang=""en"">. It was originally a narrow endemic species of Veracruz. This species once was found as an element of riparian vegetation in Catemaco. However,<span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""> this species disappeared as a consequence of the intensive land use change in the region. <span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en"">The last collection of the plant was in 1984, although the range of the species being the second most collected&#160;area in Mexico.<span lang=""en""> Despite intensive searches over the last decades across the region, there have been no observations of this species for approximately 36 years.<span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><br/><span lang=""en""><span lang=""en""></span></span></span></span></span></span></span></span></span></span></span>",There is no information about the past use and trade of <em>Bourreria veracruzana. </em>,Terrestrial,"<span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en"">In 1998, the ""Los Tuxtlas"" region was recognized as a Biosphere Reserve. However, b<span lang=""en"">y this date, no further collections had been registered for <em>Bourreria veracruzana</em> in the area.&#160;<span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en""><span lang=""en"">According to Botanic Gardens Conservation International,  the species is not known from any worldwide <em>ex situ</em> collections (BGCI  2020). <br/></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span>",Neotropical,1984,1984,FALSE,FALSE,Global,Bourreria veracruzana,Bourreria veracruzana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BORAGINALES,EHRETIACEAE,Bourreria,veracruzana,,,,,G.Campos-Ríos &amp; F.Chiang,,,
96986338,96986314,Bradycellus chavesi,,,,,Extinct,,2018,2016-11-14 00:00:00 UTC,3.1,English,"<em>Bradycellus chavesi</em> was endemic to São Miguel (Azores, Portugal). It had a very small extent of occurrence (EOO = 0-4 km²) and area of occupancy (AOO = 0-4 km²). The species occurred only at one location and is considered extinct (Terzopoulou <em>et al</em>. 2015). The last record dates from 1919. Exhaustive surveys in known and/or expected habitat, at appropriate times (diurnal, seasonal, annual), throughout its historic range have failed to record an individual (Borges <em>et al</em>. 2016). Surveys should be over a time frame appropriate to the taxon’s life cycle and life form. Therefore, it is assessed as Extinct.","The species occurred in the native forest of São Miguel Island (Azores), but it is considered extinct. This is a night activity predator. Current altitudinal range is unknown.","In the past, the species has probably strongly declined due to changes&#160;in&#160;habitat size. Based on Ferreira&#160;<em>et al.</em>&#160;(2016) the habitat will further decline as a consequence of climate change (increasing number of droughts).",Yes,Yes,4 Non-specific threats,The species is only known from a single subpopulation. A continuing decline in the number of mature individuals is inferred from historical records. According to Terzopoulou <em>et al.</em> (2015) this species is extinct.,,,Macaronesia,Azores,No,1439,San Miguel,,No,19038,,Yes,Yes,,"<em>Bradycellus chavesi </em>is a single island endemic species restricted to S. Miguel (Azores, Portugal) (Borges <em>et al.</em> 2010), that is considered extinct in the Azorean arquipelago (Terzopoulou <em>et al.</em> 2015).",The species is not utilised.,Terrestrial,The species is not protected by regional law. Its habitat is possibly in a regionally protected area (Natural Park of São Miguel Island). Further research is needed into its ecology and life history in order to find extant specimens.,Palearctic,1919,1919,FALSE,FALSE,Global,Bradycellus chavesi,Bradycellus chavesi,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CARABIDAE,Bradycellus,chavesi,,,,,"Alluaud, 1919",,,
5993241,165228,Bromus bromoideus,,,,,Extinct in the Wild,,2011,2010-06-24 00:00:00 UTC,3.1,English,"This European endemic was formerly found in Belgium, Luxembourg and France, but is now extinct in the wild. The species was growing within fields of Spelt Wheat (<span style=""font-style: italic;"">Triticum spelta</span>) and was re-sown each year with the  wheat seeds. As Spelt Wheat is no longer agriculturally planted, <span style=""font-style: italic;"">Bromus bromoideus</span> went extinct throughout its former range. It still persists in collections of some botanic gardens.","The species was originally growing within fields of Spelt Wheat (<span style=""font-style: italic;"">Triticum spelta</span>). The growth patterns and the seed size closely match harvesting time and seed size of Spelt Wheat and thus it was re-sown each year with the wheat seeds. As Spelt Wheat is no longer agriculturally planted, <span style=""font-style: italic;"">Bromus bromoideus</span> went extinct throughout its former range (Morgan and Leon 1992).",The use of herbicides and change of agricultural practice led to the extinction of this species   (Buord and Lesouëf 2006).,Yes,No,6 Clear justification of specific extinction cause,"It is extinct in the wild   (Morgan and Leon 1992, Buord and Lesouëf 2006). In France, it has not bee seen in the wild since 1930.",,,,,,,Europe,,,,,No,No,,"This European endemic was formerly found in Belgium, Luxembourg and France, but is now extinct in the wild. It is in cultivation in the Botanic Garden of Liège (Buord and Lesouëf 2006) and Brest. Its centre of distribution was found in southeast Belgium, just extending into France and Luxembourg (therefore its common name ""Ardennes Brome"") (Morgan and Leon 1992). It might also have been introduced to western Germany, the Netherlands and the UK (Morgan and Leon 1992).",,Terrestrial,"This species is listed under Appendix I of the Convention on the Conservation of European Wildlife and Natural Habitats (Bern Convention).<br/><br/>It is protected at national level in France. <span style=""font-style: italic;"">Ex situ</span> cultivation in the Botanic Garden of Liège   (Buord and Lesouëf 2006) and Brest are underway.",Palearctic,1930,1930,FALSE,FALSE,Global & Europe,Bromus bromoideus,Bromus bromoideus,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Bromus,bromoideus,,,,,(Lej.) Crep.,,,
5995954,165247,Bromus interruptus,,,,,Extinct in the Wild,,2011,2011-01-10 00:00:00 UTC,3.1,English,"<span style=""font-style: italic;"">Bromus interruptus</span> was last seen in the wild in Cambridgeshire in 1972. Since 2001, three populations have been reintroduced to Cambridge, Aston Rowant and Cholderton. These populations are not yet considered to be self-sustaining.","This annual species was an arable weed, especially of sainfoin, clover or rye-grass (Morgan and Leon 1992, Rich and Lockton 2002).",The causes for its extinction were probably crop sprays and improved seed screening (Rich and Lockton 2002).,Yes,Yes,4 Non-specific threats,Three introductions have taken  place since 2001 (Biodiversity Action Reporting System 2010). Several  hundred plants were observed germinating and fruiting in summer 2005 at  the Aston Rowant National Nature Reserve in the Chiltern Hills (Marren  2005) and is believed to be regenerating at this site (K. Walker pers. comm. 2010).,,,,,,,Britain,,,,,No,No,,This species is endemic to the UK. Historically it was found scattered mostly south of a line from the Wash to the Severn estuary (Biodiversity Action Reporting System 2010). It is extinct in the wild since 1972. It was introduced to the Netherlands but never persisted there (Rich and Lockton 2002).,,Terrestrial,"This species is listed under Appendix I of the Convention on the Conservation of European Wildlife and Natural Habitats (Bern Convention).<br/>Reintroductions have taken place. The plant is grown in several botanic gardens in the UK (e.g. Cambridge Botanic Garden, Royal Botanic Gardens Kew) and in private gardens (K. Walker pers. comm. 2010).",Palearctic,1972,1972,FALSE,FALSE,Global & Europe,Bromus interruptus,Bromus interruptus,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Bromus,interruptus,,,,,(Hack.) Druce,"<span style=""font-style: italic;"">Bromus interruptus</span> (interrupted brome) almost  certainly arose in the 19th century as a new species through a major and sudden  genetic change (UK Biodiversity Group 1998).",,
115387556,44579175,Alinea luciae,298,"SVL in females, 109mm, Feldman equation (likely wrong)",Heges 2012,,Extinct,,2016,2015-07-24 00:00:00 UTC,3.1,English,"Listed as Extinct on the basis that this species is not known to survive either on Saint Lucia or on any of its satellites, all of which have been well-surveyed over many years, with the likely agent of its extinction being the introduction of mongoose and rats roughly contemporary with the known specimens.&#160;Although skinks elsewhere in the Caribbean have been found to survive on small mongoose-free islands, there is no reasonable prospect that this large skink could have survived on Saint Lucia's satellites, which have been subject to intensive work and which represent the only remaining refugia for another lizard species lost from the Saint Lucia mainland. While the continued survival of a remote mainland population cannot be completely ruled out, this island has been subject to sufficiently intensive herpetological survey work that there is thought to be no reasonable doubt that this species is extinct.","No ecological or reproductive information is associated with this species (Hedges and Conn 2012). This species might have been arboreal, in common with some other <em>Alinea</em> species (S.B. Hedges pers. comm. 2015).","If this species survives it faces a primary threat from the introduced mongoose, which has however probably already led to its extinction. Secondary threats include habitat destruction from agriculture and urbanization, and predation from other introduced predators, including black rats (Hedges and Conn 2012). If a remnant population survives, the failure to record it for over 120 years despite targeted searches - as well as extensive general herpetological research throughout Saint Lucia and its satellites - suggests that it must be very restricted. Previously widespread skinks on other islands, such as Jamaica, have been found to persist in very restricted areas (Hedges and Conn 2012). This is however not thought likely to be realistic for the Saint Lucia skink, a large lizard on a herpetologically very well-studied island from which another lizard species has been lost following the introduction of rats and mongoose (J. Daltry pers. comm. 2016).",Yes,No,6 Clear justification of specific extinction cause,"This species was considered extinct as early as Barbour (1937). Four specimens are known, all in the British Museum, with an accession date of 1889 (Hedges and Conn 2012). This was a very large terrestrial lizard, but has never been found since despite a number of targeted surveys by herpetologists visiting the island, although there have been very few visits to the highest elevations.",,,West Indies,Lesser Antilles,Yes,1635,Saint Lucia,1605,Yes,11193,,Yes,Yes,,This species is known only from the island of Saint Lucia in the Lesser Antilles. No precise localities are known (Hedges and Conn 2012),"There is no use of or trade in this species, which is presumed to be extinct.",Terrestrial,"While this species is presumed to be extinct, workers should be vigilant for the possibility that an undetected population of this lizard still exists and the health of any remaining populations. Captive breeding programs should be undertaken, if a surviving population is found, because eradication of introduced mammalian predators is not possible on large islands (Hedges and Conn 2012).",Neotropical,1889,1889,FALSE,FALSE,Global,Alinea luciae,Alinea luciae,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Alinea,luciae,,,,,"(Garman, 1887)",,,
